marca;preço
Fonte Compativel Com Ultrabook Samsung Np915s3g Series 19v 2.1a Mm 646;R$ ---
Fonte Carregador Para Dell Inspiron 14 3437  Pa-10 19,5v 393 - Voltagem De Entrada;R$ ---
Fonte Carregador Para Dell Vostro 2421 19,5v 4.62a 393 - Voltagem De Entrada;R$ ---
Fonte Carregador Para Dell Inspiron 1470 19,5v 4.62a 393 - Bivolt;R$ ---
Fonte Carregador Para Dell Inspiron E1505  19,5v 4.62a 9t215 393 - Bivolt;R$ ---
Fonte Carregador P/ Ultrabook Samsung E Lg U340 19v 2.1a 40w 646, 110v/220v (bivolt);R$ ---
Fonte Carregador Para Dell Vostro A840 A860 19,5v 4.62a 393 - Voltagem De Entrada;R$ ---
Fonte Carregador P/ Asus Zenbook N45w-01 19v  646 - Voltagem De Entrada;R$ ---
Fonte Carregador Para Dell Inspiron 1545 1546 1551 1557 395 - Voltagem De Entrada;R$ ---
Fonte Carregador Para Dell Vostro 1500 1540 1700 1710 19,5v 4.62a 90w 393 - Voltagem De Entrada;R$ ---
Fonte Carregador Para Dell Inspiron N5030 19,5v 4.62a 393 - Bivolt;R$ ---
Fonte Carregador Para Book 6 Np670z5e-xd2br 19v 4.74a 856 - 110v/220v;R$ ---
Fonte Carregador Para Microsoft Surface Laptop 3 2 15v 102w - 110v/220v (bivolt);R$ ---
Fonte Carregador Para Sony Vaio Vgn-ckp1 Serie 10.5v 45w 687;R$ ---
Fonte Carregador Para Sony Vaio Svp13213cxb 10.5v 4.3a 687;R$ ---
Fonte Carregador Para Asus Zenbook 3 Ux390ua Usb-c 3.1 Tipe-c 12v, 15v, 5v 925;R$ ---
Fonte Carregador P/ Acer / Msi Windpad 110w 12v 1.5a 18w 679;R$ ---
Fonte Carregador Sony Vaio Vgn-p39vl Series 10.5v 4.3a 687;R$ ---
Fonte Carregador Para Positivo Unique S1891 19v 2.1a 670 - Voltagem De Entrada;R$ ---
"Notebook Acer Aspire 3, AMD Ryzen 5, 8GB, 1TB, 15.6"", Windows 10 Home - A315-41-R2MH";R$ ---
Fonte Para  Asus G73sw 19v 7.9a 150w Pin 5.5 X 2.5 818;R$ ---
Fonte Carregador Para Positivo Mobo Black 19v 2.1a 40w 670 - Voltagem De Entrada;R$ ---
Fonte Carregador P Sony Vaio Vpcf22ifx 19.5v 7.7a 150w Mm 819;R$ ---
Fonte Carregador Positivo Stilo Xc3570 5v 3a 15w 891;R$ ---
Fonte Carregador Para Acer Ferrari 1000 19v 4.74a 642;R$ ---
Fonte Carregador P/ Asus G53sw-a1 Adp-150nb 19v 150w 818;R$ ---
Fonte Carregador P Toshiba Satellite P30-s701td 19v 7.9a 818;R$ ---
Fonte Carregador Sony Vaio Vgn-p15 Series 10.5v 4.3a 687;R$ ---
Fonte Carregador Para Positivo Mobo 1090 1070 1050 19v 670 - Voltagem De Entrada;R$ ---
Fonte Carregador Para Sony Vaio Vpcp113kx 10.5v 45w 687;R$ ---
Fonte Carregador Para Sony Vaio Vgn-x127 Serie 10.5v 45w 687;R$ ---
Fonte Carregador Para Sony Vaio Vgn-x111 Serie 10.5v 45w 687;R$ ---
Fonte Carregador Para Acer Spin 7 Sp714-51 Usb-c Tipe-c 925;R$ ---
Fonte Carregador Para Positivo Mobo Black 19v 2.1a 40w 670 - Voltagem De Entrada;R$ ---
Fonte Para  Asus G73sw 19v 7.9a 150w Pin 5.5 X 2.5 818;R$ ---
"Notebook Acer Aspire 3, AMD Ryzen 5, 8GB, 1TB, 15.6"", Windows 10 Home - A315-41-R2MH";R$ ---
Fonte Carregador Para Sony Vaio Vgn-x127 Serie 10.5v 45w 687;R$ ---
Fonte Carregador Positivo Stilo Xc3570 5v 3a 15w 891;R$ ---
Fonte Carregador Para Acer Ferrari 1000 19v 4.74a 642;R$ ---
Fonte Carregador Para Sony Vaio Vpcp113kx 10.5v 45w 687;R$ ---
Fonte Carregador P Sony Vaio Vpcf22ifx 19.5v 7.7a 150w Mm 819;R$ ---
Fonte Carregador P/ Asus G53sw-a1 Adp-150nb 19v 150w 818;R$ ---
Fonte Carregador P Toshiba Satellite P30-s701td 19v 7.9a 818;R$ ---
Fonte Carregador Sony Vaio Vgn-p15 Series 10.5v 4.3a 687;R$ ---
Fonte Carregador Para Positivo Mobo 1090 1070 1050 19v 670 - Voltagem De Entrada;R$ ---
Fonte Carregador Para Acer Spin 7 Sp714-51 Usb-c Tipe-c 925;R$ ---
Fonte Carregador Sony Vaio Vgp-ac19v54 19,5v 7.7a 150w Mm 819;R$ ---
Fonte Carregador Para Acer Aspire F5-573g 19v 4.74a 90w 642;R$ ---
Fonte Carregador Para Positivo Mobo Black 3015 19v 40w 670 - Voltagem De Entrada;R$ ---
Fonte Para Asus G53sw Series Adp-150nb 19v 7.9a 150w 818;R$ ---
Fonte Carregador Sony Vaio Duo 11 Series 10,5v 4.3a 45w 687;R$ ---
Fonte Carregador Para Sony Vaio Svp13213cxb 10.5v 4.3a 687;R$ ---
Fonte Carregador Para Asus Zenbook 3 Ux390ua Usb-c 3.1 Tipe-c 12v, 15v, 5v 925;R$ ---
Fonte Carregador Para Dell Vostro 2421 19,5v 4.62a 393 - Voltagem De Entrada;R$ ---
Fonte Carregador P/ Asus Zenbook N45w-01 19v  646 - Voltagem De Entrada;R$ ---
Fonte Carregador Para Dell Vostro A840 A860 19,5v 4.62a 393 - Voltagem De Entrada;R$ ---
Fonte Carregador Para Hp Compac Presario Cq-17 19v 2.1a 670 - Bivolt;R$ ---
Fonte Compativel Com Ultrabook Samsung Np915s3g Series 19v 2.1a Mm 646;R$ ---
Fonte Carregador Para Asus R1f  Séries Bamboo 19v 4.74a 90w Mm 658 - Voltagem De Entrada;R$ ---
Notebook Lenovo L14, Intel G2 Core I7-1185g7, 512GB, Windows 11 Pro;R$ ---
Notebook Multi Pc131 Legacy Atom Z8350, RAM 2GB, HD 32GB, Tela 14 Polegadas, Windows 10 Home, Cinza, Outlet;R$ ---
Notebook Vaio FE15 VJFE52F11X-B2211H Intel Core i5;R$ ---
Notebook Gamer Asus Zephyrus G14, Ryzen 9 6900HS, 16GB, Radeon RX 6800S, 14 Pol, SSD 2TB NVME, Windows 10 Home, White;R$ ---
Msi Summit 16 Flip, Intel 12ª Geração, I7-1260p, Rtx 3050 Ti, Tela 16 Polegadas, QHD Ssd 2TB, Nvme Ram 32GB;R$ ---
Notebook Gamer Msi Gs77  Intel 12ª Geração I7-12700h, 32GB RAM, RTX 3080ti, SSD 2TB Nvme, Tela 17 Polegadas QHD, Windows 11 Pro, Black;R$ ---
Notebook Gamer Msi Ge66 Intel 12ª Geração I7-12700h, 32GB RAM, RTX 3080ti, SSD 1TB Nvme, Tela 15 Polegadas QHD, Windows 11 Home, Black;R$ ---
Notebook Gamer Hp Victus 16  Intel 12ª Geração I7-12650h, 64GB RAM, RTX 3050Ti, SSD 2TB Nvme, Tela 16 Polegadas FHD, Windows 10 Home, Silver;R$ ---
Razer Blade 14 AMD 6ª Geração Ryzen·9 6900hs Rtx 3080 Ti Tela 14Polegadas QHD SSD 4TB Nvme RAM 16GB;R$ ---
Notebook Gamer Msi Stealth 15m  Intel 12ª Geração I7-1260p, 16GB RAM, RTX 3060, SSD 512GB Nvme, Tela 15 Polegadas FHD, Windows 10 Home, Black;R$ ---
Notebook Gamer Msi Stealth 15m  Intel 12ª Geração I7-1260p, 32GB RAM, RTX 3060, SSD 1TB Nvme, Tela 15 Polegadas FHD, Windows 10 Home, Black;R$ ---
Ultrabook Msi Prestige 14 Evo Intel 12ª Geração I7-1260p, 16GB RAM, GTX 1650, SSD 512GB Nvme, Tela 14 Polegadas FHD, Windows 10 Home, Grafite;R$ ---
HP Omen 16 Intel 12ª Geração I7-12700h Rtx 3060 Tela 16Polegadas Full HD SSD  2TB Nvme RAM 64GB;R$ ---
Ultrabook Msi Prestige 14 Evo Intel 12ª Geração I7-1260p, 16GB RAM, RTX 3050, SSD 2TB Nvme, Tela 14 Polegadas FHD, Windows 10 Home, Grafite;R$ ---
Notebook Lenovo V15 Iml I3-10110u 8gb 256ssd W11p 82nq000mbr;R$ ---
Notebook Vaio FE15 VJFE52F11X-B2211H Intel Core i5;R$ ---
Fonte Carregador Para Dell Latitude 5520 USB-C Type-C 926, 110V/220V (Bivolt);R$ ---
Fonte Carregador Para Monitor Asus Vg245h Vg245he 24 19v 658 - 110v/220v (bivolt);R$ ---
Samsung Book3, 16, Intel 13ª Geração I7-1360p, SSD 4GB Nvme RAM 16GB, Tela Touch 16 Polegadas, QHD 1.8kg;R$ ---
Notebook Lenovo L14, Intel G2 Core I7-1185g7, 512GB, Windows 11 Pro;R$ ---
Notebook Lenovo T14 G2 Intel Core I7-1185g7, 512GB, Windows 11 Pro;R$ ---
Notebook Multi Pc131 Legacy Atom Z8350, RAM 2GB, HD 32GB, Tela 14 Polegadas, Windows 10 Home, Cinza, Outlet;R$ ---
Samsung Book3, Intel 13ª Geração, I7-1360p, Tela Touch 15Polegadas, Full HD  1.4kg SSD 2GB Nvme RAM 16GB;R$ ---
Samsung Book3, 13, Intel 13ª Geração I7-1360p, SSD 4GB NVME RAM 16GB, Tela Touch 13 Polegadas FHD;R$ ---
Samsung Book3 Ultra, Intel 13ª Geração I7-13700h, RTX 4050, Tela 16 Polegadas, QHD SSD 4GB Nvme RAM 16GB;R$ ---
Ultrabook Samsung Ultra, Intel 13ª Geração I9-13950hx, RTX 4070, Tela 16 Polegadas, QHD SSD 4GB Nvme RAM 32GB;R$ ---
Fonte Carregador Para Vaio Fe14 Vjfe41f11x 19v 2.1a 463 - 110v/220v (bivolt);R$ ---
Fonte Carregador Para Vaio Fe15 Vjfe52f11x 19v 2.1a 463 - 110v/220V;R$ ---
Fonte Carregador Para Aoc Evo 9325u Aio 19v 90w 658 - 110v/220v bivolt;R$ ---
Notebook Lenovo Ideapad 3i Intel Celeron N4020, Memoria 4GB, HD 500GB Tela 15,6 Polegadas, HD Sistema Linux;R$ ---
Notebook Lenovo T14 G2, Intel Core I7-1185g7, 256GB, Windows 11 Pro;R$ ---
Carregador Apple Magsafe 45w, Macbook Air;R$ ---
Fonte Carregador Para Asus Epc U120 Series, 19v, 2.1a, 40w, 815;R$ ---
Fonte Carregador Para Vaio Fe14 Vjfe42f11x- B0321h 19v 463 - 110v/220v;R$ ---
Notebook Lenovo, L14, Intel G2 Core I5-1145g7, 256GB, Windows 11 Pro;R$ ---
Notebook Lenovo T14, G2,Intel Core I5-1145g7, 256GB, Windows 11 Pro;R$ ---
Msi Summit 16 Flip, Intel 12ª Geração, I7-1260p, Rtx 3050 Ti, Tela 16 Polegadas, QHD Ssd 2TB, Nvme Ram 32GB;R$ ---
Notebook Gamer Dell G15 Intel Core i5 8GB 512GB;R$ ---
Notebook Samsung Galaxy, Book2 Silver · Intel 12ª Geração, I7-1255u Iris Xe, Tela 13 Polegadas, Ssd 512GB, Nvme Ram 16GB;R$ ---
Razer Blade 14  AMD 6ª Geração Ryzen·9 6900hs Rtx 3060 Tela 14Polegadas Full HD SSD 4TB Nvme RAM 16GB;R$ ---
HP Omen 16  Intel 12ª Geração I7-12700h Rtx 3060 Tela 16Polegadas Full HD SSD 4TB Nvme RAM 64GB;R$ ---
Ultrabook Hp Spectre 16 Intel 12ª Geração I7-12700h, 16GB RAM, Iris Xe, SSD 4TB Nvme, Tela 16 Polegadas UHD 3K, Windows 11, Black;R$ ---
Notebook Vaio Fe14 Intel® Core™ I3-10110u Windows 11 Home;R$ ---
Razer Blade 15 · Intel 12ª Geração I9-12900h Rtx 3080ti Tela 15Polegadas UHD Ssd 4TB Nvme Ram 64GB;R$ ---
Notebook Lenovo Ideapad - Intel I3 1115g4, Ram 4GB, Ssd 256GB, Tela 15.6, Windows 11, 82md000abr;R$ ---
Notebook Asus Strix G533z  Intel 12ª Geração I9-12900h, RAM 32, SSD 1TB, 15 Polegadas FHD, RTX 3060, Windows 10 Home, Black;R$ ---
HP Omen 16  Intel 12ª Geração I7-12700h Rtx 3070 Tela 16Polegadas Full HD SSD 1TB Nvme RAM 32GB;R$ ---
HP Omen 16 Intel 12ª Geração I7-12700h Rtx 3070 Tela 16Polegadas Full HD SSD 2TB Nvme RAM 64GB;R$ ---
Notebook Gamer Msi Gp66  Intel 12ª Geração I9-12900h, 64GB RAM, RTX 3070ti, SSD 4TB Nvme, Tela 15 Polegadas FHD, Windows 11 Home, Black;R$ ---
Notebook Gamer Msi Titan Gt77 Intel 12ª Geração I7-12800hx, 64GB RAM, RTX 3070ti, SSD 4TB Nvme, Tela 17 Polegadas UHD 4K, Windows 11 Home, Black;R$ ---
Ultrabook Msi Summit 16 Flip Intel 12ª Geração I7-1260p, 16GB RAM, RTX 3050, SSD 2TB Nvme, Tela 16 Polegadas QHD, Windows 11 Home, Grafite;R$ ---
Msi Titan Gt77  Intel 12ª Geração I9-12900hx Rtx 3070ti Tela 17Polegadas UHD 4k SSD 4TB Nvme RAM 64GB;R$ ---
Notebook Gamer Msi Titan Gt77  Intel 12ª Geração I7-12800hx, 128GB RAM, RTX 3080ti, SSD 8TB Nvme, Tela 17 Polegadas UHD 4K, Windows 11 Home, Black;R$ ---
Notebook Gamer Msi Creator Z17  Intel 12ª Geração I9-12900h, 32GB RAM, RTX 3080ti, SSD 1TB Nvme, Tela 17 Polegadas QHD, Windows 11 Pro, Silver;R$ ---
Razer Blade 14 AMD 6ª Geração Ryzen·9 6900hs Rtx 3080 Ti Tela 14Polegadas QHD SSD 4TB Nvme RAM 16GB;R$ ---
Notebook HP Elitebook 840 G8 I7-1185g7, 8GB, 256GB, Tela LCD 14 Full HD, Win 11 Pro;R$ ---
HP Zbook Power G9 · Intel 12ª Geração I7-12700h Rtx A2000 Tela 15Polegadas FHD SSD 512GB Nvme RAM 32GB;R$ ---
Notebook Hp Probook 630 G8 I7-1165g7 16GB RAM 256GB Win 11 Pro;R$ ---
Notebook HP Probook 630 G8 I7-1165g7, 8GB DDR4, 256GB, Tela LCD 13.3 Full HD, Win 11 Pro;R$ ---
Notebook Lenovo X1 Yoga, Gen 7 Core I7-1270p, 16GB, 512GB SSD, Tela 14 Wuxga, Windows 11 Pro;R$ ---
Notebook Lenovo X1 Carbon G10 Core I7-1270p 512GB Windows 11 Pro;R$ ---
Notebook Gamer Msi Ge76 Intel 12ª Geração I9-12900hk, 32GB RAM, RTX 3080ti, SSD 1TB Nvme, Tela 17 Polegadas UHD 4K, Windows 11 Home, Black;R$ ---
Msi Ge66  Intel 12ª Geração I9-12900hk Rtx 3080ti Tela 15Polegadas UHD 4k SSD 1TB Nvme RAM 32GB;R$ ---
Notebook Lenovo P15v G3 Core I5-12500h, 512GB SSD, 15.6pol Full HD, Intel Iris Xe Graphics, Windows 11 Pro;R$ ---
Asus Zephyrus 16  Intel 12ª Geração I9-12900h Rtx 3080ti Tela 16Polegadas Wqxga SSD 4TB Nvme RAM 32GB;R$ ---
Notebook Asus, Vivobook Pro 16 · Amd 6ª Geração Ryzen·9 6900hx, Rtx 3050 Ti, Tela 16 Polegadas, Oled, Ssd 4TB, Nvme Ram 64GB;R$ ---
HP Zbook Power G9 Intel 12ª Geração I9-12900hk Rtx A1000 Tela 15Polegadas Full HD SSD 2TB Nvme RAM 32GB;R$ ---
Notebook Asus Proart Intel 12a Geração I7-12700h, 64GB RAM, SSD 4TB Nvme, Tela 16 Polegadas Oled 4K, RTX 3070ti, Windows 11 Pro, Mineral Black;R$ ---
Msi Ge67 Raider  Intel 12ª Geração I9-12900hx Rtx 3080ti Tela 15Polegadas QHD 3k Oled SSD 2TB Nvme RAM 32GB;R$ ---
Asus Strix Scar  Intel 12ª Geração I9-12900h Rtx 3070ti Tela 17Polegadas FHD SSD 4TB Nvme RAM  64GB;R$ ---
Notebook Asus Zenbook Q529  Intel 12ª Geração I7-12700h, 16GB RAM, SSD 1TB, 15 Polegadas UHD 3K, Iris Xe, Windows 11 Home, Gray;R$ ---
Notebook Asus Zephyrus G14 · Amd 6ª Geração, Ryzen·9 6900hs, Radeon Rx 6800s, Tela 14 Polegadas, Wqxga, Ssd 4TB Nvme Ram 32GB;R$ ---
Asus Proart Intel 12ª Geração I7-12700h Rtx 3070ti Tela 16Polegadas Oled 4k SSD 2TB Nvme RAM 32GB;R$ ---
Notebook Asus Zephyrus Duo 16 AMD 6ª Geração Ryzen·7 6800h, 64GB RAM, SSD 4TB, 16 Polegadas,  RTX 3060, Windows 11 Home, Black;R$ ---
Asus Zephyrus Duo 16  AMD 6ª Geração Ryzen 9 6900hx Rtx 3080ti Tela 16Polegadas QHD 3k SSD 4TB Nvme RAM 64GB;R$ ---
Notebook  Asus Zephyrus G14 AMD 6a Geração Ryzen 9 6900hs, 16GB RAM, SSD 1TB Nvme, Tela 14 Polegadas Wqxga, Radeon Rx 6800s, Windows 11, White;R$ ---
Ultrabook Msi Prestige 14 Evo Intel 12ª Geração I7-1260p, 16GB RAM, RTX 3050, SSD 2TB Nvme, Tela 14 Polegadas FHD, Windows 10 Home, Grafite;R$ ---
HP Zbook Fury  G9  Intel 12ª Geração I9-12950hx Rtx A4000 Tela 16Polegadas Full HD SSD 4TB Nvme RAM 64GB;R$ ---
Hp Zbook Fury G9  Intel 12ª Geração I9-12950hx, 128GB RAM, RTX A5000, SSD 8TB Nvme, Tela 16 Polegadas FHD, Windows 11 PRO, Silver;R$ ---
Notebook Gamer Msi Creator Z16p Intel 12ª Geração I7-12700h, 32GB RAM, RTX 3080, SSD 2TB Nvme, Tela 16 Polegadas QHD, Windows 11 Pro, Gray;R$ ---
Ultrabook Msi Summit 14 Evo Intel 12ª Geração I7-1260p, 16GB RAM, Iris Xe, SSD 2TB Nvme, Tela 14 Polegadas WUXGA, Windows 11 Home, Grafite;R$ ---
Ultrabook Msi Prestige 15 Evo Intel 12ª Geração I7-1260p, 32GB RAM, RTX 3050Ti, SSD 2TB Nvme, Tela 15 Polegadas FHD, Windows 10 Home, Grafite;R$ ---
Notebook Gamer Msi Stealth 15m  Intel 12ª Geração I7-1260p, 16GB RAM, RTX 3060, SSD 512GB Nvme, Tela 15 Polegadas FHD, Windows 10 Home, Black;R$ ---
Notebook Gamer Msi Stealth 15m  Intel 12ª Geração I7-1260p, 32GB RAM, RTX 3060, SSD 1TB Nvme, Tela 15 Polegadas FHD, Windows 10 Home, Black;R$ ---
Notebook Asus Zephyrus 16 · Intel 12ª Geração I7-12700h Rtx 3060, Tela 16 Polegadas, Wqxga, Ssd 4TB, Nvme Ram 16GB;R$ ---
HP Envy 16  Intel 12ª Geração I7-12700h Arc A370m Tela 16Polegadas UHD 3k SSD 1TB Nvme RAM 32GB;R$ ---
Ultrabook Msi Prestige 14 Evo Intel 12ª Geração I7-1260p, 16GB RAM, GTX 1650, SSD 512GB Nvme, Tela 14 Polegadas FHD, Windows 10 Home, Grafite;R$ ---
HP Omen 16 Intel 12ª Geração I7-12700h Rtx 3060 Tela 16Polegadas Full HD SSD  2TB Nvme RAM 64GB;R$ ---
Notebook Lenovo V15 G2 Itl, Core I7-1165g7, 16GB, SSD 512GB, Windows 11 Pro, Preto;R$ ---
Combo Office - Notebook Legacy Book, Windows 10 Home, 64gb 4gb 14,1 Pol Preto E Tablet Multi M9 Wifi 32gb Tela 9 Preto - Nb357k;R$ ---
Fonte Carregador Para Sony Vaio Duo 11 Series Svd  10.5v 45w 687;R$ ---
Ultrabook Samsung Galaxy Pro 360  Intel 12ª Geração I7-1260p, 16GB RAM, Iris Xe, SSD 4TB Nvme, Tela 15 Polegadas Amoled, Windows 10 Home, Silver;R$ ---
Notebook Gamer Razer Blade 15 Advance Intel 12ª Geração I7-12800h, 64GB RAM, RTX 3060, SSD 4TB Nvme, Tela 15 Polegadas QHD, Windows 11 Home, Black;R$ ---
Ultrabook Samsung Galaxy Pro 360  Intel 12ª Geração I7-1260p, 16GB RAM, Iris Xe, SSD 2TB Nvme, Tela 15 Polegadas Amoled, Windows 10 Home, Silver;R$ ---
Mesa Articulável Para Notebook, Artesano Café, Linha Tube Vermont, Preto Fosco - 27889;R$ ---
Notebook Dell Inspiron 5301 Core I7-1165g7 Memoria 8GB Ssd 512GB Tela 13,3´´ FHD Windows 10 Home Outlet;R$ ---
Msi Summit 14 Flip, Intel 12ª Geração, I7-1260p, Iris Xe Tela 14 Polegadas, QHD, Ssd 4TB, Nvme Ram 32GB;R$ ---
Notebook Gamer Asus, Rog - Ryzen 9 5980hx, 16GB, SSD 512 G513qy;R$ ---
Notebook Asus Zenbook Space Edition, Intel 12a Geração I9-12900h, 32GB, SSD 2TB Nvme, Tela 14 Polegadas OLED, Iris Xe, Windows 10, Zero-G Titanium;R$ ---
Asus Vivobook Pro 16  AMD 6ª Geração Ryzen·9 6900hx Rtx 3050 Ti Tela 16Polegadas Oled SSD 2TB Nvme RAM 32GB;R$ ---
HP Victus 16 Intel 12ª Geração I7-12650h Rtx 3050 Ti Tela 16Polegadas Full HD SSD 1TB Nvme RAM 32GB;R$ ---
Notebooks Samsung Galaxy, Book2 Burgandy,  Intel 12ª Geração, I7-1255u Iris Xe, Tela 13 Polegadas, Ssd 512GB, Nvme Ram 16GB;R$ ---
Notebooks Razer Blade 15,  Intel 12ª Geração, I9-12900h, Rtx 3070ti, Tela 15 Polegadas, QHD, Ssd 1TB, Nvme Ram 16GB;R$ ---
Fonte de Alimentação Knup P2 Série 7000 - KP-2513;R$ ---
HP Envy 17  Intel 12ª Geração I7-1260p Iris Xe Tela 17Polegadas Full HD SSD 2TB Nvme RAM 32GB;R$ ---
HP Envy 17 Intel 12ª Geração I7-1260p Iris Xe Tela 17Polegadas Full HD SSD 4TB Nvme RAM 64GB;R$ ---
Msi Gl66 Multi  Intel 12ª Geração I9-12900h Rtx 3070 Tela 15Polegadas QHD SSD 1TB Nvme RAM 16GB;R$ ---
HP Zbook Power G9  Intel 12ª Geração I7-12700h Rtx A2000 Tela 15Polegadas Full HD SSD 2TB Nvme RAM 32GB;R$ ---
Asus Proart Pro Intel 12ª Geração I9-12900h Rtx A3000 Tela 16Polegadas Oled 4k SSD 4TB Nvme RAM 64GB;R$ ---
Asus Ux5400  Intel 12ª Geração I7-1260p Nvidia Mx550 Tela 14Polegadas Oled SSD 2TB Nvme RAM 16GB;R$ ---
Notebook Asus Zephyrus G15 AMD 6a Geração Ryzen·9 6900hs, 16GB RAM, SSD 2TB Nvme, Tela 15 Polegadas QHD, RTX 3060, Windows 11, Black;R$ ---
Notebook Asus Proart Intel 12a Geração I7-12700h, 64GB RAM, SSD 4TB Nvme, RTX 3060, Tela 16 Polegadas Oled 4K, Windows 11 Pro, Mineral Black;R$ ---
Asus Zephyrus Duo 16  AMD 6ª Geração Ryzen·9 6900hx Rtx 3070ti Tela 16Polegadas QHD 3k SSD 2TB Nvme RAM 32GB;R$ ---
Notebook HP Zbook Studio G9 · Intel 12a Geração I7-12800h, 64GB, SSD 4TB Nvme, RTX A2000, Tela 15 Polegadas UHD 4K, Windows 11 pro, Silver;R$ ---
Samsung Book3, 13, Intel 13ª Geração I7-1360p, SSD 4GB NVME RAM 16GB, Tela Touch 13 Polegadas FHD;R$ ---
Fonte Carregador Para Aoc Evo 9325u Aio 19v 90w 658 - 110v/220v bivolt;R$ ---
Samsung Book3, Intel 13ª Geração, I7-1360p, Tela Touch 15Polegadas, Full HD  1.4kg SSD 2GB Nvme RAM 16GB;R$ ---
Samsung Book3 Ultra, Intel 13ª Geração I7-13700h, RTX 4050, Tela 16 Polegadas, QHD SSD 4GB Nvme RAM 16GB;R$ ---
Ultrabook Samsung Ultra, Intel 13ª Geração I9-13950hx, RTX 4070, Tela 16 Polegadas, QHD SSD 4GB Nvme RAM 32GB;R$ ---
Fonte Carregador Para Vaio Fe14 Vjfe41f11x 19v 2.1a 463 - 110v/220v (bivolt);R$ ---
Fonte Carregador Para Vaio Fe15 Vjfe52f11x 19v 2.1a 463 - 110v/220V;R$ ---
Notebook Gamer Razer Blade 15 Advance  Intel 12ª Geração I7-12800h, 64GB RAM, RTX 3080ti, SSD 4TB Nvme, Tela 15 Polegadas FHD, Windows 11 Home, Black;R$ ---
Notebook Gamer Msi Gs66 Intel 12ª Geração I9-12900h, 32GB RAM, RTX 3070ti, SSD 2TB Nvme, Tela 15 Polegadas FHD, Windows 11 Home, Black;R$ ---
Notebook Dell Vostro 5510 I5-11320gh Memoria 8GB Ssd 256GB Tela FHD 15.6´´ Sistema Windows 11 Home Outlet;R$ ---
Fonte Carregador Para Asus Epc U120 Series, 19v, 2.1a, 40w, 815;R$ ---
Mesa Articulável Para Notebook, Artesano Café, Linha Tube Vermont, Preto Fosco - 27889;R$ ---
Mobile HP Zbook Fury 17 G8, Xeon W-11955m, 64GB RAM, 1TB, Tela LCD 17.3 UHD, Win 11 Pro Dg10, Wks Plus;R$ ---
Notebook Gamer Asus, Rog - Ryzen 9 5980hx, 16GB, SSD 512 G513qy;R$ ---
Notebook Dell Inspiron 5301 Core I7-1165g7 Memoria 8GB Ssd 512GB Tela 13,3´´ FHD Windows 10 Home Outlet;R$ ---
Notebook Lenovo V15 G2 Itl, Core I7-1165g7, 16GB, SSD 512GB, Windows 11 Pro, Preto;R$ ---
Notebook Hp Probook 630 G8 I5-1135g7 8GB 256GB Win 11 Pro;R$ ---
Notebook HP Dragonfly G2 I7-1185g7, 16GB, 512GB SSD, Tela LCD 13.3 Full HD, Win 11 Pro;R$ ---
Notebook HP Probook 630 G8, I5-1145g7, 8GB DDR4, 256GB SSD, Tela LCD 13.3 Full HD, Win 11 Pro;R$ ---
Notebook Lenovo X1 Nano G2 Core I7-1270p 16GB RAM 512GB Windows 11 Pro;R$ ---
Notebook HP Zbook Studio G8, I9-11900h, 32GB, 1TB SSD, Win 11 Pro;R$ ---
Notebook HP Zbook Studio G8, I7-11850h, 32GB, 1TB SSD, Win 11 Pro Dg10;R$ ---
Notebook Dell Vostro 3510 I5-1135g7, Memória 8GB, SSD 256GB, Tela Full HD 15,6 Polegadas Windows 11 Home Outlet;R$ ---
Notebook Lenovo X1 Yoga Gen 7 Core I5-1250p 512GB Windows 11 Pro;R$ ---
Notebook Hp Chromebook 14 G7 Celeron N4500 4GB 32GB Chrome64;R$ ---
Notebook HP 256 G8 I5-1135g7, 8GB, 256GB, Tela LCD 15.6 HD, Win 11 Pro;R$ ---
Notebook HP Zbook Power G8 I9-11950h, 32GB DDR4, 1TB SSD, Win 11 Pro Dg10 High End;R$ ---
Notebook HP Zbook Power G8, I5-11400h, 16GB DDR4, 1TB SSD, Win 11 Pro Dg10;R$ ---
Notebook Lenovo X1 Extreme G5 Core I9-12900h, 64GB DDR5, 512GB SSD, Tela 16 Wuxga, Windows 11 Pro;R$ ---
Fonte de Alimentação Knup P2 Série 7000 - KP-2513;R$ ---
Fonte Carregador Para Sony Vaio Duo 11 Series Svd  10.5v 45w 687;R$ ---
Combo Office - Notebook Legacy Book, Windows 10 Home, 64gb 4gb 14,1 Pol Preto E Tablet Multi M9 Wifi 32gb Tela 9 Preto - Nb357k;R$ ---
Combo Office - Notebook Legacy Book, Windows 10 Home, 64gb 4gb 14,1 Pol Preto E Tablet M7 Wifi 32gb Tela 7 Android 11 Preto Multi - Nb355k;R$ ---
Fonte Carregador Hp Prodesk 600 G3 Mini 19v 4.74a 90w H02 - 110v/220v (bivolt);R$ ---
Fonte Compativel Com Samsung Ultrabook Series 3 305u1a 19v 2.1a 40w Mm 646;R$ ---
Fonte Compativel Com Samsung Ultrabook Series 3 Np305u1a 19v 2.1a 40w Mm 646;R$ ---
Fonte Compativel Com Samsung Ultrabook Series Np900x1b  19v 2.1a 40w Mm 646;R$ ---
Fonte Compativel Com Samsung Ultrabook Series Np900x4b 19v 2.1a 40w Mm 646;R$ ---
